gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_charges_per_month,num_services,is_new_customer,tenure_bin,TotalServices,IsFiber,ContractRisk,SpendRatio,LongTenure,NeedsSupportNo,AutoPayment
Female,0,Yes,No,26,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,45.78846154,4,0,25-48,4,0,1,0.040159463,1,1,1
Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,70.61587302,5,0,49-72,4,0,1,0.015910827,1,0,1
Male,0,No,No,10,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,25.525,1,0,07-Dec,1,0,2,0.115121951,0,1,0
Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,73.45,4,1,0-3,3,0,2,0.478363759,0,1,0
Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,56.16944444,3,0,13-24,2,0,2,0.058396324,1,1,1
Female,0,Yes,No,64,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.55,1714.95,26.79609375,2,0,49-72,1,0,0,0.014889711,1,0,0
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,84.72222222,3,0,07-Dec,2,1,2,0.110609037,0,1,0
Female,0,No,Yes,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,535.35,19.11964286,1,0,25-48,0,0,2,0.037755197,1,0,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,75.55,2,1,0-3,1,1,2,0.986936643,0,1,0
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,84.725,3,1,04-Jun,2,1,2,0.251985878,0,1,0
Male,1,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,65.71973684,5,0,25-48,4,0,1,0.028078532,1,0,1
Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,95.05151515,5,0,49-72,4,1,1,0.015188703,1,1,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,70.25,1,1,0-3,0,1,2,0.985964912,0,1,0
Female,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,50.48611111,2,0,13-24,1,0,2,0.055289915,1,0,0
Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,96.33921569,5,0,49-72,4,1,2,0.019901105,1,1,0
Male,0,Yes,Yes,0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.85,0,19.85,1,1,0-3,0,0,0,19.85,0,0,0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,46.3,1,1,0-3,0,0,2,0.978858351,0,1,0
Male,0,No,Yes,12,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.35,212.3,17.69166667,1,0,07-Dec,0,0,0,0.0907173,0,0,1
Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,108.3768293,6,0,25-48,5,1,2,0.02391747,1,1,0
Male,0,No,No,12,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25,316.2,26.35,2,0,07-Dec,1,0,2,0.078814628,0,0,0
Female,0,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.3,1079.05,19.61909091,1,0,49-72,0,0,0,0.018795426,1,0,0
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,80.66428571,2,0,07-Dec,1,1,2,0.133209582,0,1,0
Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,91.30416667,4,0,07-Dec,3,1,2,0.081520996,0,0,0
Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88,6161.9,90.61617647,8,0,49-72,7,0,0,0.014278992,1,0,1
Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,89.21,3,1,04-Jun,2,1,2,0.185997092,0,1,1
Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,42.98061224,1,0,49-72,0,0,2,0.020787357,1,1,0
Male,0,No,No,40,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,62.78875,5,0,25-48,5,0,1,0.024696026,1,1,1
Female,0,No,No,16,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.1,318.6,19.9125,1,0,13-24,0,0,1,0.062891114,1,0,1
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,81.18,2,0,07-Dec,1,1,2,0.091227854,0,1,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,101.7104167,6,0,49-72,5,1,1,0.013837783,1,1,0
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,93.025,3,1,0-3,2,1,2,0.449345095,0,1,0
Male,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.9,454,19.73913043,1,0,13-24,0,0,0,0.045934066,1,0,0
Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95,105.9429577,6,0,49-72,5,1,1,0.014076925,1,1,0
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,96.08636364,5,0,07-Dec,4,1,2,0.094049813,0,1,0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,44.15,1,1,0-3,0,0,2,0.977851606,0,1,0
Female,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,834.15,52.134375,3,0,13-24,2,0,2,0.064539304,1,0,0
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,85.45,3,1,0-3,2,1,2,0.98843262,0,1,0
Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,83.31666667,3,0,07-Dec,2,1,2,0.084982014,0,1,1
Female,0,No,No,54,No,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,43.88333333,3,0,49-72,3,0,1,0.018602101,1,0,1
Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,92.6125,5,0,49-72,4,1,0,0.014320529,1,0,1
Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,59.8875,2,1,04-Jun,1,0,2,0.211390563,0,1,0
Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,59.2,3,1,0-3,2,0,2,0.983388704,0,1,0
Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,54.12777778,3,0,25-48,2,0,2,0.036548258,1,0,0
Male,0,No,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.95,416.4,19.82857143,1,0,13-24,0,0,2,0.047795879,1,0,0
Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,81.58461538,3,0,13-24,2,1,2,0.078372268,1,1,0
Female,1,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,76.08359375,6,0,49-72,5,0,2,0.015327441,1,0,1
Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,54.9,3,1,0-3,2,0,2,0.982110912,0,1,0
Male,0,Yes,No,57,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,57.29736842,5,0,49-72,5,0,0,0.017600514,1,0,1
Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,107.3428571,6,0,13-24,5,1,2,0.046071302,1,1,0
Male,0,No,No,19,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.65,358.15,18.85,1,0,13-24,0,0,0,0.054712516,1,0,0
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,94.83225806,4,0,25-48,3,1,1,0.031896083,1,1,0
Male,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,89.46923077,8,0,49-72,7,0,0,0.019179525,1,0,0
Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,95.83586957,5,0,25-48,4,1,1,0.021351869,1,1,0
Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,52.8,3,0,07-Dec,2,0,2,0.095565486,0,1,0
Female,0,Yes,Yes,53,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,47.07924528,4,0,49-72,4,0,2,0.019509655,1,1,1
Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.25,180.3,16.39090909,1,0,07-Dec,0,0,2,0.106177606,0,0,0
Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,103.7535088,6,0,49-72,5,1,2,0.017734723,1,0,1
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,79.2,2,1,0-3,1,1,2,0.473337516,0,1,0
Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,52.1,3,1,0-3,2,0,2,0.521387833,0,1,0
Female,0,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.9,1389.35,19.56830986,1,0,49-72,0,0,0,0.014312943,1,0,1
Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.4,19.4,19.4,1,1,0-3,0,0,2,0.950980392,0,0,0
Male,0,Yes,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.05,1629.2,23.95882353,2,0,49-72,1,0,0,0.015366213,1,0,1
Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,83.79305556,7,0,49-72,6,0,0,0.013995459,1,0,0
Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.3,44.4,22.2,1,1,0-3,0,0,2,0.425110132,0,0,0
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,95.1,4,1,0-3,3,1,2,0.989594173,0,1,0
Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,80.99390244,6,0,25-48,5,0,1,0.024038534,1,0,1
Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.55,1867.7,25.94027778,2,0,49-72,1,0,0,0.013672607,1,0,1
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438,73,2,0,04-Jun,1,1,2,0.171981777,0,1,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,81.3625,2,1,04-Jun,1,1,2,0.225915148,0,1,0
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,95.675,4,0,07-Dec,3,1,2,0.083587155,0,1,0
Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,68.48706897,5,0,49-72,4,0,1,0.017215126,1,0,0
Female,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.65,155.9,22.27142857,1,0,07-Dec,0,0,2,0.131612492,0,0,0
Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,56.51,3,0,49-72,2,0,2,0.015010274,1,1,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,70.6,1,1,0-3,0,1,2,0.98603352,0,1,0
Male,0,Yes,No,56,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.95,1126.75,20.12053571,1,0,49-72,0,0,1,0.017690091,1,0,1
Male,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19,73.45,18.3625,1,1,04-Jun,0,0,2,0.255204835,0,0,0
Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,41.60431034,1,0,49-72,0,0,1,0.018268056,1,1,0
Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,111.4951613,6,0,49-72,5,1,0,0.015563302,1,0,1
Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,60.84423077,4,0,25-48,3,0,1,0.038883098,1,1,0
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,90.10403226,5,0,49-72,4,1,2,0.016232807,1,1,1
Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,100.8043103,5,0,49-72,4,1,1,0.01697263,1,1,1
Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,94.48088235,8,0,49-72,7,0,0,0.014270819,1,0,0
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,98.66639344,6,0,49-72,5,1,1,0.016728547,1,1,1
Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,80.31904762,6,0,25-48,5,0,0,0.023248578,1,0,1
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,85.43888889,3,0,13-24,2,1,2,0.054779388,1,1,1
Female,0,No,No,56,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.55,1080.55,19.29553571,1,0,49-72,0,0,0,0.01807591,1,0,1
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,88.8,4,1,04-Jun,3,1,2,0.249719259,0,1,0
Female,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.45,82.85,20.7125,1,1,04-Jun,0,0,2,0.243887895,0,0,1
Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,57.61285714,3,0,25-48,2,0,1,0.027559543,1,1,1
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,83.23828125,4,0,49-72,3,1,2,0.016290527,1,0,1
Female,0,No,No,31,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.95,683.25,22.04032258,1,0,25-48,0,0,1,0.030617464,1,0,0
Female,1,Yes,No,67,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.05,1263.05,18.85149254,1,0,49-72,0,0,0,0.015861714,1,0,1
Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,37.825,2,1,04-Jun,1,0,2,0.332895601,0,1,1
Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,110.2092857,8,0,49-72,7,1,0,0.014729802,1,0,0
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,62.9,2,1,0-3,1,0,2,0.281497101,0,1,1
Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,104.7056604,5,0,49-72,4,1,2,0.018359037,1,1,0
Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,65.25,4,1,0-3,3,0,0,0.452471483,0,0,0
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,90.40517241,3,0,25-48,2,1,2,0.033476313,1,1,1
Female,0,No,No,47,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,39.89893617,3,0,25-48,3,0,0,0.022331779,1,0,0
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83,5685.8,83.61470588,3,0,49-72,2,1,1,0.014595203,1,1,0
Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,69.79166667,4,0,07-Dec,3,0,2,0.083303518,0,1,0
Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,50.1875,3,0,07-Dec,2,0,2,0.139875776,0,0,1
Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,113.3138889,7,0,49-72,6,1,2,0.017900473,1,1,0
Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,93.92608696,4,0,49-72,3,1,0,0.014216511,1,0,0
Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,69.23269231,5,0,25-48,4,0,2,0.038588601,1,1,1
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97,7104.2,98.66944444,6,0,49-72,5,1,0,0.013651973,1,0,1
Female,0,No,No,70,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,60.20357143,5,0,49-72,5,0,0,0.013842595,1,0,1
Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,50.6,2,1,0-3,1,0,2,0.980620155,0,1,0
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,86.31,3,0,07-Dec,2,1,2,0.103575975,0,1,0
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,71.15,1,0,25-48,0,1,1,0.035320088,1,1,1
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,69.8,1,1,0-3,0,1,2,0.985875706,0,1,0
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,92.77857143,4,0,13-24,3,1,2,0.048375099,1,1,0
Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,93.15588235,5,0,49-72,4,1,2,0.019739265,1,1,1
Female,0,Yes,Yes,53,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.55,1007.9,19.01698113,1,0,49-72,0,0,1,0.01937754,1,0,1
Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,95.03584906,5,0,49-72,4,1,1,0.019045634,1,1,0
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,99.65833333,5,0,13-24,4,1,2,0.042230859,1,1,0
Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,97.98642857,8,0,49-72,7,0,0,0.013819141,1,0,1
Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,106.9163934,7,0,49-72,6,1,1,0.016518726,1,1,0
Female,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,56.16818182,3,0,07-Dec,2,0,1,0.088228165,0,0,0
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,78.875,1,1,0-3,0,1,2,0.449133858,0,1,1
Male,0,No,No,25,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.5,516.3,20.652,1,0,25-48,0,0,1,0.037695728,1,0,1
Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364,57.65853659,3,0,25-48,2,0,1,0.023805497,1,1,1
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,93.775,4,0,13-24,3,1,2,0.05607034,1,1,0
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,106.8048611,6,0,49-72,5,1,0,0.01354189,1,1,1
Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,87.87394366,8,0,49-72,7,0,0,0.014511102,1,0,1
Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,60.06029412,4,0,25-48,3,0,1,0.029759428,1,1,0
Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,96.79655172,5,0,25-48,4,1,2,0.035183932,1,0,1
Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,102.92,6,0,25-48,5,1,1,0.023835543,1,0,1
Male,0,Yes,No,36,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,36.60972222,2,0,25-48,2,0,1,0.026801623,1,1,0
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,99.88369565,6,0,25-48,5,1,1,0.022445138,1,0,0
Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,109.1853448,7,0,49-72,6,1,1,0.017012039,1,1,0
Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,82.40384615,3,0,25-48,2,1,1,0.025320787,1,1,1
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,57.3875,3,1,04-Jun,2,0,2,0.266536543,0,0,1
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,95.69519231,5,0,49-72,4,1,1,0.019227871,1,1,1
Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,104.4135714,6,0,49-72,5,1,1,0.014336623,1,1,0
Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,70.08,1,0,49-72,0,1,1,0.015572187,1,1,1
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,44.95,44.95,1,1,0-3,0,0,2,0.978237214,0,1,0
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,99.75,5,0,49-72,4,1,1,0.01398296,1,1,0
Female,1,Yes,Yes,29,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,35.35,2,0,25-48,2,0,2,0.03474151,1,1,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,90.55,3,1,0-3,2,1,2,0.989077007,0,1,0
Female,0,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,85.28656716,7,0,49-72,6,0,0,0.014916363,1,0,0
Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,19.5,19.5,1,1,0-3,0,0,2,0.951219512,0,0,0
